EP1 IN
EP1：よっ　鬼殺し　|　哟 杀鬼人
EP3：妻をやったのもこいつに決まってる　|　肯定就是他杀了我妻子
EP3：殺していないように私には思えますがね　|　我觉得并不是他
EP3：どうもこの男　今日この街に来たばかりのように見える　|　看起来他是今天才到这座城市
EP3：肘にすすの跡がついています　|　手肘上还沾着煤灰
EP3：機関車の窓に長時間腕を置いていたんでしょう　|　应该是长时间把手搭在了火车窗边吧
EP3：何日もかけて　ドイツの片田舎から出てきたように思えませんか　|　您不觉得他是花了好几天从德国偏远乡下过来的吗
EP3：フリードリヒ　フランツ鉄道　|　弗里德里希 弗朗茨铁道
EP3：日付は３日前です　|　三天前的票
EP3：メクレンブルクか　|　梅克伦堡来的
EP3：３日前ベルリン以北にいた男が　|　他三天前还在柏林北部
EP3：同日この城で夫人を殺すのは物理的に不可能ですよ　|　从物理角度来说不可能是他杀害了夫人
EP3：彼は犯人じゃない　|　他并不是凶手
EP3：おい　君　|　喂 你
EP3：こら待て逃げるな　|　别跑
EP3：俺が悪かった　|　是我不好
EP3：助けてくれ　|　帮帮我吧
EP3：質問に答えてくれれば助けてやる　|　回答问题我就帮你
EP3：名前は　|　你叫什么
EP3：ヨーゼフ　|　约瑟夫
EP3：やはりドイツ人か　|　果然是德国人
EP3：ここにいる吸血鬼は全員親和派だぞ　|　这里的吸血鬼可都是亲和派
EP3：なぜ手を出す　|　为什么下杀手
EP3：フーゴさんの敵討ちだ　|　为了给胡戈报仇
EP3：こいつに殺されたんだ　|　就是这家伙杀了他
EP3：勝手なことを　|　胡说
EP3：先に私を襲ってきたのはそのフーゴだろう　|　是他先袭击我的
EP3：黙れ　怪物　|　闭嘴 你个怪物
EP3：やはり知り合いだったか　|　你们俩果然认识啊
EP3：それで君はフーゴ氏がゴダール卿を狙っていることは知っていたのか　|　所以你知道胡戈先生盯上了戈达尔勋爵吗
EP3：半月くらい前に話したんだ　|　他大概半个月前跟我说的
EP3：親和派に手を出すのはまずいんじゃないかって止めたら　|　我警告他对亲和派动手不太好
EP3：自信満々に　|　他自信地跟我说
EP3：絶対討伐できるから大丈夫って　|　别担心 绝对干得掉
EP3：でも３日前　失敗したっていう知らせを聞いた　|　但是三天前我得知他失败了
EP3：それで急いでここに　|　才匆忙赶到这里
EP3：最後にフーゴ氏と話した時　|　你最后一次和他说话时
EP3：彼は自信満々だったのか　|　他很有自信吗
EP3：ああ　何かすごい協力者を得たって言ってた　|　嗯 他说他找到一个很强的合作者
EP3：ところでヨーゼフ君　|　对了 约瑟夫
EP3：フーゴ氏が銀の杭を持っていたことは知っているか　|　你知道胡戈先生带着银桩吗
EP3：銀だって　|　银的吗
EP3：銀製であることは知らなかったのか　|　你不知道那是银制的吗
EP3：いつも革のケースに入れてたから　|　他一直装在皮革箱子里
EP3：通りで何度頼んでも見せてくれなかったわけだ　|　怪不得求他好多次都不给我看
EP3：もう結構　|　好了
EP3：津軽　放していいぞ　|　津轻 放开他
EP3：待ってください　輪堂さん　|　等等 轮堂小姐
EP3：まっ　今回で格の違いを思い知ったはずですし　|　这次他应该也知道了实力的差距
EP3：彼は本来　それほど親和派嫌いでもないようです　|　他本来也不是很讨厌亲和派
EP3：もう襲ってくることはないでしょう　|　估计不会再来袭击了
EP3：なあ　ヨーゼフ君　|　对吧 约瑟夫
EP3：こんなことなら　もっと痛めつけておけばよかった　|　早知道就多让他长点教训了
EP3：そう言わずに　彼のことは許してやりましょうよ　|　别这么说 您就饶了他吧
EP3：おかげで森の中を駆けずり回る必要はなくなりました　|　多亏了他 我们不用在森林里东奔西跑了
EP3：ゴダール卿　城に帰りましょう　|　戈达尔勋爵 我们回城堡吧
EP3：それから皆さんを集めてください　|　然后把大家聚集起来
EP3：この滑稽で悲惨なファルスめいた事件を終わらせましょう　|　结束这场滑稽而悲惨 如笑剧般的案件吧
EP3：#第三话 不死和鬼
EP3：#注：「浓」音同「鲤鱼」
EP3：#注：法语，Comment allez-vous
EP3：#笑剧
EP3 OUT

EP4 IN
EP4：今なんて言った　|　你说什么
EP4：私はこう言いました　|　我说的是
EP4：皆さんの中にハンナさんを殺害した犯人がいます　|　杀害汉娜夫人的犯人就在各位之中
EP4：これからそれを証明しますと　|　接下来我会证明这一点
EP4：俺は信じないぞ　|　我不相信
EP4：クロード　話を聞こう　|　克劳德 先听她说
EP4：我々には聞く義務があると思う　|　我们有义务倾听
EP4：ありがとうございます　|　谢谢您
EP4：それでは始めるとしましょうか　|　那就开始吧
EP4：誰がいかにしてハンナ・ゴダールを殺したか　|　是谁 以何种方式杀害了汉娜·戈达尔
EP4：その謎解きを　|　让我们解开这个谜
EP4：事件現場を見て回った結果　|　看过现场后
EP4：私は七つの疑問を見出しました　|　我发现了七个疑点
EP4：一つ　ハンナさんが犯人に気づいた様子を見せなかったこと　|　其一 汉娜夫人没有察觉到犯人
EP4：二つ　吸血鬼の力が弱まる日中ではなく夜中に襲撃があったこと　|　其二 袭击发生在夜晚而不是吸血鬼力量衰弱的白天
EP4：三つ　まだ使える瓶が現場に残されていたこと　|　其三 还能使用的瓶子被遗弃在了现场
EP4：四つ　犯人が城の内部事情に詳しかったこと　|　其四 犯人很熟悉城堡内的情况
EP4：五つ　銀の杭をわざわざ倉庫に残していったこと　|　其五 银桩被故意留在了仓库中
EP4：これらは全て外部犯の行動としては明らかにおかしい　|　外来的犯人做出这些行动明显很奇怪
EP4：しかし私が最も注目したいのは続く六つ目の疑問　|　不过最让我在意的是接下来的第六点
EP4：それは音に関するものです　|　这一点与声音有关
EP4：音？　|　声音？
EP4：犯行時　ハンナさんがいた部屋の周りには　|　行凶时 汉娜夫人所在的房间附近
EP4：クロード君とアルフレッド氏がいましたが　|　有克劳德和阿尔弗雷德先生在
EP4：あの部屋から響く音を全く耳にしなかった　|　而那个房间里的声音却没人听见
EP4：別におかしかないだろ　犯人が注意深かっただけで　|　这没什么奇怪的吧 只不过是犯人十分谨慎
EP4：しかし犯人が銀の杭をハンナさんの胸に思い切り打ち込んだとしたら　|　但是如果犯人将银桩狠狠砸入了汉娜夫人的胸口
EP4：釘を打つ時のような大きな音が響くはずなんです　|　应该会发出敲钉子般的巨响
EP4：解釈は四つ考えられます　|　有四种解释
EP4：一つは証言者が二人とも嘘をついている　|　第一种 二位证人都在撒谎
EP4：つまり　両方が犯人で共犯関係にある可能性　|　也就是说二位皆是犯人 且为共犯
EP4：そのようなことは決して　|　绝不可能
EP4：ええ　わかってますよ　|　我明白的
EP4：あなた方は二人ともアリバイがない　|　你们二位都没有不在场证明
EP4：共犯なら示し合わせて偽のアリバイを確保しておくはずです　|　若是共犯则会彼此作伪证来制造不在场证明
EP4：では次　|　下一种
EP4：音はしたが　二人が部屋の近くにいた時間に響いたのではない　|　虽然发出了声音 但此时二位都不在房间附近
EP4：つまり犯行時間が午前１時より前である可能性　|　也就是说行凶时间在一点之前
EP4：輪堂さん　私は１時に倉庫の中に異変がないことを確認したのですよ　|　轮堂小姐 我一点时确认过仓库中没有任何异样
EP4：それに１時より前　私室の周りにはアルフレッド氏とラウール君がいました　|　而且一点前 阿尔弗雷德先生和拉乌尔都在那房间附近
EP4：次　犯人はハンマーで杭を打ったが　|　下一种 犯人是用锤子将桩子砸入的
EP4：音が鳴らぬよう間に何かを挟んで打ったとしたら　|　但垫了某种东西以防发出声音
EP4：しかし犯人のコートにはべっとりと血が付着していました　|　可凶手的外套上又沾染着大量的血
EP4：杭で殺した時　何も遮るものなしに返り血を浴びたという証拠です　|　这证明行凶时是没有任何遮挡的
EP4：というわけで　残る解釈は一つです　|　因此只剩下最后一种解释
EP4：犯人は杭を素手で持ち　腕力のみを使ってハンナさんの胸に突き刺した　|　犯人手拿桩子 仅凭腕力将其刺入汉娜夫人的胸口
EP4：だから誰もどの時間にも音を聞かなかったのです　|　因此无论何人何时 都听不到任何声音
EP4：しかしなぜ犯人は杭をハンマーで打たなかったのでしょうか　|　可为何犯人不用锤子砸呢
EP4：アルフレッド氏　|　阿尔弗雷德先生
EP4：なんでしょうか　|　怎么了
