EP01 IN
EP01：「眠りから目覚めたら」　|　「从睡梦中醒来」
EP04：私もあなたのさみしさを理解できない　|　我也没法理解你的孤独
EP04：それはあなたと私が別の人間だからだ　|　因为我和你是不同的两个人
EP04：なに　|　干嘛
EP04：ないがしろにされたと感じたなら悪かった　|　如果你感觉受到了忽视那我道歉
EP04：だから歩み寄ろう　|　让我们各退一步吧
EP04：わからないのに　|　不是不能理解吗
EP04：わからないから　|　正因为不能理解
EP04：１人でごはんは嫌だ　|　我讨厌一个人吃饭
EP04：わかった　|　我知道了
EP04：もしも私が時間を忘れていたら声をかけて　|　如果我忘记了时间你就来叫我
EP04：話したいことがあったらそのときに話して　|　有话想说的话当场就说
EP04：槙生ちゃんはそれでいいの　|　你能接受吗
EP04：親でもないのに　|　明明不是我的父母
EP04：愛してないのに　|　也不爱我
EP04：私はあなたが健やかで　|　我希望你能健康地
EP04：悲しくなく生きてくれればいいと願っている　|　没有悲伤地活着
EP04：それはあなたのことを好ましく感じているからだ　|　因为我觉得你很好
EP04：どちらかといえば　|　不管怎么说
EP04：さみしい　|　我很寂寞
EP04：私にはあなたの根本的なさみしさをどうすることもできない　|　我对你最根本的寂寞感无能为力
EP04：嫌だ　|　不要
EP04：さみしい　|　就是寂寞
EP04：さみしいよ　|　好寂寞啊
EP04：そう　|　是吗
EP04：彼女は私のさみしさを受けて入れてくれたが　|　她虽然接受了我的寂寞
EP04：理解はしなかった　|　却并没有理解
EP04：オアシスの水は喉を潤すことができても　|　绿洲里的水虽然可以滋润嗓子
EP04：私の体と溶け合うことはない　|　却无法与我的身体融为一体
EP04：溶け合うことはないのだ　|　没有办法融为一体
EP04：誰も　|　无论是谁
EP04：誰とも　|　无论和谁
EP04：これまで全く関わってこなかったしね　|　毕竟之前完全没接触过
EP04：それが突然他人が関与していいものかって　|　我不太确定这样突然靠近真的合适吗
EP04：うるさいな　|　你好烦
EP04：ありがとう　|　谢谢啦
EP04：またお肉買ってきて　|　之后再带着肉过来吧
EP04：笠町君　さみしいってさどんなときに感じる　|　笠町 你什么时候会感到寂寞啊
EP04：#刚刚和你说的那个
EP04：#冰箱里应该有剩的咖喱块
EP04：#把肉和洋葱青椒炒一下然后把高汤粉和咖喱块加进去煮
EP04：#我觉得和米饭乌冬都很搭
EP04：#谢谢！
EP04：#我想着加点番茄进去可能会好吃就试了一下结果变成林氏盖饭了。。。
EP04：#好吃
EP04：#畏缩
EP04：#初次见面
EP04：#2017学年入学指引 恭喜合格 请仔细阅读入学注意事项，并在截止日期前办理手续。
EP04：#保鲜盒 某种肉 （配上烤肉酱） 水煮西蓝花 加热过的米 腌菜 穿着睡衣做的 笠町的原始便当
EP04：#便当盒
EP04：#入学誓约书 监护人签名 姨妈
EP04：#实用书 育儿 兴趣 料理 健康 生活 体育
EP04：#沙拉鸡肉三明治便当 沙拉鸡肉 三明治的做法 4/1 小槙的前男友 大人 笠町信吾 便当盒 好大
EP04：#绘美里
EP04：#4/7 今天开始成为高中生 入学典礼好期待！和绘美里约好了8:20入口见面
EP04：#蛋卷过激派
EP04：#新一年级学生们 恭喜入学 欢迎来到武藏坂
EP04：#第六十七回 祝入学典礼 武藏坂高中
EP04：#KAN 由美 神田
EP04：#怎么一大早就看恐怖片 我看到你想吃的点心了 买了再回来 以下信息未读 小槙 我能带绘美里来家里吗 我带来了哈
EP04：#绘美里：你睡着了 我就先回了 绘美里：我到家了。你醒了吗？
EP04 OUT

EP05 IN
EP05：そういうのが好きなの　|　你喜欢这种吗
EP05：うん　|　嗯
EP05：朝はこういう人が好みなんだ　|　朝喜欢这种类型的啊
EP05：曲が好きなの　|　我是喜欢他们的歌
EP05：わかる　|　我懂
EP05：親ってそういうこと言うよね　|　爸妈就是喜欢说这种话啊
EP05：つきあいたいとか思って見てないっつうの　|　我根本没有想跟他们交往的想法
EP05：ねえ　|　是啊
EP05：うちも女の子好きじゃん　アイドル　|　我不是也喜欢看女孩子吗 偶像之类的
EP05：私がアイドルになりたくて見てると思ってる節があるの　|　他们好像就觉得我是想当偶像才看这些的
EP05：ウケる　|　好好笑
EP05：マジわかってない　|　他们是真不懂
EP05：なんか矛盾してるんだよね親とか先生って　|　感觉大人就很矛盾啊 父母和老师他们
EP05：ねえ　|　是啊
EP05：朝　|　朝
EP05：やりたいことはなんでもやっていいから　|　不管你想做什么都可以
EP05：なりたいものになりなさい　|　成为你想成为的人
EP05：ああいう大人になりたくない　|　我可不想成为那样的大人
EP05：だよね　|　是吧
EP05：お母さんいつでも味方だから　|　妈妈一直都站在你这一边
EP05：ね　朝　|　好吗 朝
EP05：ねえ　帰りにトイレットペーパー買ってきてくれる　|　话说 你回来能顺路买点厕纸吗
EP05：はい　|　好
EP05：お母さんもそうだった　|　妈妈也是这样
EP05：出かける前にいつもそのポーズ　|　在我出门的时候总是这个姿势
EP05：母がそうだったのかも　|　可能因为我们妈是这样的吧
EP05：ねえ　髪染めていい　|　话说 我能染发吗
EP05：なんで　|　为什么
EP05：昨日えみりが勧めてくれて　|　昨天绘美里说我染了好看
EP05：いや　じゃなくて　|　啊不是
EP05：私の許可取ることじゃないでしょう　|　这不需要征求我的同意吧
EP05：校則が大丈夫ならやれば　|　校规允许的话就染
EP05：田汲さんだっけ　|　你是田汲同学对吧
EP05：同じクラス　|　我们同班
EP05：森さん　|　森同学
EP05：朝でいいよ　|　叫我朝就好了
EP05：私も森でいいっす　|　那你也叫我森吧
EP05：決めた　|　你定了吗
EP05：ううん　|　没有
EP05：朝は　|　你呢
EP05：いや　|　没
EP05：中学のときはなんかやってた　|　初中你参加了什么吗
EP05：合唱　|　合唱
EP05：いいじゃん　|　不是挺好的嘛
EP05：ここ強いらしいよ　合唱　|　这所学校的合唱好像挺厉害的
EP05：選択決めた　|　你选好了吗
EP05：まだ　別にどっちでもいいんだけどさ　|　还没 不过选什么都一样啦
EP05：俺も　|　我也是
EP05：みんなどうやって決めてんだろ　|　大家都是怎么决定的啊
EP05：やりたいのないの　|　没有想参加的吗
EP05：お母さんはバドミントン部だったけど　|　妈妈以前是羽毛球社的
EP05：違う　|　不要
EP05：そうか　|　这样啊
EP05：合唱は　朝歌好きでしょ　|　合唱呢 你不是喜欢唱歌吗
EP05：ほら　４年生のときのコンクール　|　你四年级那时候比赛
EP05：頑張ってたじゃない　|　不是很投入吗
EP05：合唱か　|　合唱吗
EP05：決まりね　|　就这么定了
EP05：お母さん間違いないんだから　|　妈妈我不会错的
EP05：チェックのほうじゃない　|　格子花纹的比较好
EP05：だめ　昨日もトマト味でした　|　不行 昨天也是番茄味的
EP05：まだ迷ってるの　|　你还没定吗
EP05：じゃあお母さん決めてあげる　|　那妈妈帮你决定好了
EP05：そっちじゃないよ朝　|　不是那边 朝
EP05：なんでも自分で決められるようにならないと　|　你得学会自己做决定啊
EP05：やだ　どうしたのその髪　|　真是的 你这头发怎么回事
EP05：男の子みたいじゃない　|　看起来不是和男孩子一样了吗
EP05：超かわいい　|　超级可爱
EP05：かわいいよ朝　|　好可爱啊 朝
EP05：えみりだけだよ　それ言ってくれるの　|　也只有绘美里你会夸我了
EP05：親反対してるの　|　你爸妈不喜欢吗
EP05：みたい　|　好像是
EP05：まあ　わからせるしかないね　|　只能让他们接受了
EP05：どうやって　|　怎么让
EP05：とりあえず春休みの間に…　|　总之先在春假的时候…
EP05：事故　|　车祸
EP05：警察　|　要叫警察吗
EP05：救急車　|　还是救护车
EP05：車出せないじゃん　|　车都出不来了
EP05：誰か店の人呼んで　|　谁去喊下店里的人
EP05：まあ　急に決めろとか言われてもね　|　不过 确实也很难马上决定吧
EP05：じゃあね　|　拜拜
EP05：なんだろう　なんか腹が立つ　|　为什么呢 感觉有点生气
EP05：何に　|　生什么的气
EP05：わかんない　|　不知道
EP05：ミシンから煙出てた　|　缝纫机都冒烟了
EP05：そんなことある　|　还能这样吗
EP05：えみり　|　绘美里
EP05：うそ　|　不会吧
EP05：マジ　マジ　|　真的真的
EP05：弁償　|　要赔吗
EP05：どうだろ　|　不知道
EP05：その子泣いちゃって　|　她当时都哭了
EP05：もういないじゃんお母さん　|　你妈妈不是都不在了吗
EP05：朝　|　朝
EP05：なりたいものになりなさい　|　去成为你想成为的人吧
EP05：うそつき　|　骗子
EP05：お母さんはいつでも…　|　妈妈一直都…
EP05：矛盾してる　|　自相矛盾
EP05：ムカつく　|　火大
EP05：こうだい槙生　|　高代槙生
EP05：すご　|　厉害
EP05：おばあちゃんち　今度の土曜　|　去外婆家 这周六
EP05：行きたいの　|　你想去吗
EP05：電話したら心配してくれてたし　|　打电话过去感觉她有点担心
EP05：前はよく行ってたからお母さんと　|　而且之前也经常去 和妈妈一起
EP05：５年以上帰ってないかも　|　我得有个五年没回去了
EP05：なんで　|　为什么
EP05：なんとなく　|　自然而然就这样了
EP05：いいよ行こうか　|　好啊 那就去吧
EP05：まあまあ　いらっしゃい　朝ちゃん　|　哎呀 欢迎小朝
EP05：ちゃんとやれてるの　|　你有好好照顾她吗
EP05：まあ　|　嗯
EP05：さあお茶にしましょ　|　来喝茶吧
EP05：ケーキあるから　|　还有蛋糕呢
EP05：お邪魔しまーす　|　打扰了
EP05：私先に荷物の整理を　|　我先去整理一下东西
EP05：なに　お茶の１杯くらい　|　干嘛 喝杯茶而已
