EP01 IN
EP01：あすトろ…　|　外星…
EP05：ここは僕の家だけど　|　这里是我家
EP05：ラブホって　|　情侣酒店是什么
EP05：宮坂さん　ラブホって何ですか　|　宫坂先生 情侣酒店是什么啊
EP05：え…えっと　|　这…这个
EP05：失礼だな　人の家をそんなものにだなんて　|　太冒犯了吧 把别人的家当成那种地方
EP05：いやいや　すみません　とんだ勘違いしてしまって　|　对不起 这真是天大的误会
EP05：ホントバカだな　俺　|　我真是个大笨蛋
EP05：勝手に勘違いして　落ち込んで　|　一个人又是误会 又是失落
EP05：ミラさんはラブホに行ってたんじゃないんだ　|　米拉小姐并没有去情侣酒店啊
EP05：そうだ　今度　朝ご飯食べに行ってもいいかな　|　对了 下次我能去你们那边吃早餐吗
EP05：ミラがね　あすトろ荘の朝ご飯はとてもおいしいから　|　米拉她呀 总是说外星庄的早餐特别好吃
EP05：一度食べてみてほしいって言うんだ　|　希望我有机会也去尝尝
EP05：いいかな　|　可以吗
EP05：ええ　もちろん　|　当然可以
EP05：楽しみだな　|　好期待啊
EP05：でも　ずっと２人っきりで　部屋にいたんだよな　|　但是 他们俩一直单独待在房间里吧
EP05：２人っきりで　|　两人独处
EP05：それってラブホと同じじゃ　|　这跟情侣酒店也没差啊
EP05：葵ちゃん　随分イメージが変わってたから　気づかなかった　|　小葵 你的形象变化太大 我都没认出来
EP05：その髪形　とても似合っててかわいい　|　这个发型很适合你 很可爱
EP05：ありがとうございます　|　谢谢你
EP05：宮坂さん　葵ちゃんと手をつないでた　|　宫坂先生跟小葵手牵着手
EP05：ミラさん　こいつと何してたんだ　|　米拉小姐跟这家伙做什么了呢
EP05：宮坂さん　葵ちゃんと何をしてたんだろう　|　宫坂先生跟小葵做什么了呢
EP05：塾の模試　81点だったから　課金してもらえなかったんだ　|　补习班的模考我只考了81分 妈妈不让我充钱了
EP05：ちょっとくらい　いいのにさ　|　稍微充点又没什么
EP05：僕　課金してないけど　最強のアイテムを手に入れちゃった　|　我虽然没充钱 但还是得到了最强道具
EP05：遅刻するぞ　|　要迟到了
EP05：この間のイカみたいなヤツは　地球の生き物ではない　|　之前那个长得像鱿鱼的东西 并不是地球上的生物
EP05：だとすると　ゴシュ星が送り込んできたに違いないんだ　|　如此一来 肯定是戈休星派过来的
EP05：我々としては…　|　至于我们…
EP05：ミラ　|　米拉
EP05：どうしたんだ　|　你怎么了
EP05：このところ　様子がおかしいぞ　|　你最近看起来怪怪的
EP05：人の話を全く聞いてないし　|　一点不听人说话
EP05：そんなことないよ　|　没有啊
EP05：ミラちゃん　ちょっといいかな　|　小米拉 你有空吗
EP05：はい　|　来了
EP05：前に　太助さんの若いころの写真があったら見たいって言ってたろう　|　你之前不是说想看太助先生年轻时的照片吗
EP05：あったんですか　|　真的有吗
EP05：多分　これがいちばん古いと思うな　|　这个应该是最早的照片
EP05：この写真　少しお借りしてもいいですか　|　这张照片能先借我吗
EP05：どうぞ　どうぞ　|　你拿去吧
EP05：ウソだろう　|　不会吧
EP05：これって　お母さん？　|　这是 妈妈？
EP05：手紙が届きました　|　您有新信息
EP05：惑星ミボー　アダラからです　|　寄件人 米博星的阿达拉
EP05：ミラさん　宮坂です　|　米拉小姐 是我 宫坂
EP05：突然　すみません　|　抱歉突然过来
EP05：転送を許可しますか　|　是否进行传输
EP05：ちょっといいですか　|　能打扰一下吗
EP05：はい？　|　好？
EP05：了解しました　転送を開始します　|　收到 数据传输开始
EP05：10秒前　|　还剩10秒
EP05：ヤダ　|　糟了
EP05：すみません　|　对不起
EP05：あの　どうしても俺　ミラさんに聞きたいことがあって　|　有件事情 我必须找米拉小姐问个清楚
EP05：ずっとモヤモヤしてるんです　|　这事让我一直很烦躁
EP05：あれ　なんか　ほかの部屋…　|　咦 这个房间怎么…
EP05：聞きたいことって　|　你想问什么
EP05：ミラさんは未亡人なんですか　|　米拉小姐 你是寡妇{米博人}吗
EP05：宮坂拓己　この部屋から出ろ　|　宫坂拓己 快离开这个房间
EP05：転送完了　|　传输完毕
EP05：#外星庄
EP05：#今日菜单 蛋包饭 汤
EP05：#专业餐饮业求职信息网 美食阿宅 【开业招聘】没有猫的猫咖！欢迎无工作经验者！
EP05：#外星庄
EP05：#饺子飞车
EP05：#早餐是生命之源
EP05：#今日菜单 土豆沙拉 鱿鱼干
EP05：#洗澡中！不要偷窥～
EP05：#七濑晴海 时下流行的神级化妆品大赏 成为“崭新自己”所需的一切！
EP05：#时髦值提升
EP05：#送来超华丽影像信息的
EP05：#竟然是米博星女王 阿达拉·戈特克吉
EP05：#之后，讲述了太助与阿达拉的相遇
EP05：#故事的真相终将揭晓!?
EP05 OUT

EP06 IN
EP06：転送完了　|　传输完毕
EP06：これ　何ですか　|　这是什么
EP06：母です　|　是我母亲
EP06：お母さん？　|　你母亲？
EP06：からのビデオレター　|　传来的影像
EP06：親愛なるミラ　|　亲爱的米拉
EP06：私にはあなたに言っていなかった秘密があります　|　我有个秘密没跟你说
EP06：私はあなたよりも少し若いころ　|　在我比你现在年幼时
EP06：政略結婚がどうしても受け入れられず　|　因为实在无法接受政治婚姻
EP06：ミボー星から逃げ出しました　|　曾从米博星逃走过
EP06：アダラ　なぜなんだ　|　阿达拉 你这是为何
EP06：私と結婚すれば　ミボー星は安泰　|　只要和我结婚 米博星就能从此安泰
EP06：一生　好きなことをして　何不自由なく暮らしていけるんだぞ　|　你能一生做自己喜欢的事 无拘无束地生活
EP06：イヤなものはイヤなの　|　不愿意就是不愿意
EP06：アダラ　|　阿达拉
EP06：しつこい　|　烦死了
EP06：私は　下高井戸太助さんと出会いました　|　我和下高井户太助先生相遇了
EP06：太助さんは　ケガをした私を看病してくれて　|　太助先生不仅照顾了受伤的我
EP06：私に食事を作ってくれました　|　还帮我做了饭
EP06：お粥　すいとん　蒸したお芋　|　不论是粥 面疙瘩汤 蒸芋头
EP06：どれもとてもおいしかったです　|　每一样都十分美味
EP06：そして私たちは　恋に落ちました　|　就这样 我们相恋了
EP06：このまま地球で暮らしていけたら　と思ったこともありましたが　|　有时我会想 能这样一直在地球上生活该多好
EP06：既にミボー星の女王になることに決まっていましたから　そうはいきません　|　但对于终将即位皇位的我 这不过是奢望
EP06：私の居場所を突き止めたミボー星の軍隊が　私を迎えにやって来ました　|　找到我藏身所的米博星军队 很快就来接我了
EP06：私は太助さんと逃げることにしました　|　我决定和太助先生一起逃跑
EP06：たとえ何があろうとも一緒にいたい　|　无论如何我都想和他在一起
EP06：私は太助さんと添い遂げるつもりであったのであります　|　我想和太助先生白头偕老
EP06：が　しかし　|　但是
EP06：運命とは過酷なもの　私たちは追い詰められました　|　命运是残酷的 我们被逼上了绝路
EP06：私がミボー星に帰らないというのであれば　|　要是我不回米博星的话
EP06：地球もろとも　木っ端みじんにしてやるというのです　|　他们就把地球炸个粉碎
EP06：我がミボー星の軍ながら　なんと恐ろしい　|　我们米博星的军队真是恐怖
EP06：「アダラさん　僕は何があっても　ここであなたを待っていますから」　|　「阿达拉小姐 无论发生什么 我都会在这等你」
EP06：私はミボー星に帰るしかありませんでした　|　最终我只能回到米博星
EP06：なんて悲しい恋物語　|　多么悲伤的恋爱故事啊
EP06：若い２人は運命によって　引き裂かれてしまったのであります　|　两名年轻人被命运强行分离
EP06：ミボー星の軍って　そんなだっけ　|　米博星的军队有那么厉害吗
EP06：かなり盛ってるな　|　夸大其词了吧
EP06：迎えに来たミボー人たちにはナイショで　私は鍵を地球に置いていくことにしました　|　瞒着来接我的米博人 我把钥匙留在了地球
EP06：なんで　|　为什么
EP06：なんでと　きっと今　あなたは思っていることでしょう　|　你现在一定想问为什么吧
EP06：鍵が地球にあるかぎり　私はもう一度地球を訪れることができる　|　只要钥匙还在地球上 我就能够再次造访地球
EP06：太助さんと会うことができる　|　就能与太助先生再度相会
EP06：陛下　なんで若いころのアバターなんだよ　|　陛下为什么用年轻时候的虚拟形象啊
EP06：しかしながら　このあとすぐに　私はあなたを身ごもっていることが分かりました　|　但是之后不久 我就发现了肚子中的你
EP06：ミラ　あなたの本当の父親は地球人　|　米拉 你真正的父亲是地球人
EP06：下高井戸太助さんだったのです　|　下高井户太助先生
EP06：あなたの育ての父である殿下は　そのことを全て知っていました　|　殿下作为你的养父 也知道这一切
EP06：知ったうえで　私と結婚してくれたのです　|　在知道的情况下 还与我结婚了
EP06：なんで今更そんなことを言うの　|　为什么事到如今还要说这些事
EP06：「なんで今更そんなことを言うの」　|　「为什么事到如今还要说这些事」
